Total_Energy_Cost_INR,Total_Energy_kWh,Peak_Hour_Load_kW,Makespan_min,Makespan_hours,Machine_Utilization_pct,Average_Waiting_Time_min,Total_Idle_Time_min,Total_Delay_min,Late_Jobs,On_Time_Completion_pct,Total_Carbon_Emissions_tCO2,Total_Power_Factor_Penalty_INR,Algorithm,Seed,N_Jobs,N_Machines,Runtime_s,Solver_Status,Optimality_Proven,Objective_Value,Best_Bound,Warm_Start
172686.25,16613.6175,784.48,2760.0,46.0,45.86,47.4,11955.0,0.0,0,100.0,688.652148,29092.71,Makespan_Greedy,56,175,8,0.004,GREEDY,False,,,
153089.79,14765.6125,784.48,2775.0,46.25,45.61,87.43,12075.0,0.0,0,100.0,620.485141,25864.25,FD_PDTS_Deterministic,56,175,8,0.032,GREEDY,False,,,
150177.51,14556.4025,784.48,2775.0,46.25,45.61,86.23,12075.0,0.0,0,100.0,617.631288,25364.89,FD_PDTS_Robust,56,175,8,0.032,GREEDY,False,,,
113188.17,11284.325,609.48,2835.0,47.25,44.64,92.14,12555.0,0.0,0,100.0,492.86169,19272.59,CP_SAT_Warm,56,175,8,120.02,FEASIBLE,False,206083910.0,116228980.0,True
76768.31,11066.0225,86.48,3420.0,57.0,37.01,453.86,17235.0,510.0,11,93.71,593.173558,13441.43,CP_SAT_Cold,56,175,8,120.04,FEASIBLE,False,121235110.0,6300.0,False
176855.1,16758.8925,784.48,2865.0,47.75,45.22,101.34,12555.0,0.0,0,100.0,662.287436,30137.66,FCFS,57,160,8,0.004,GREEDY,False,,,
164500.27,16853.2875,742.48,3150.0,52.5,41.13,112.97,14835.0,195.0,2,98.75,741.748916,28316.43,SPT,57,160,8,0.005,GREEDY,False,,,
179010.31,16624.525,784.48,2850.0,47.5,45.46,117.09,12435.0,120.0,1,99.38,646.327881,30567.42,LPT,57,160,8,0.005,GREEDY,False,,,
174665.18,16685.4275,784.48,2985.0,49.75,43.4,99.09,13515.0,0.0,0,100.0,681.900705,29880.34,EDD,57,160,8,0.005,GREEDY,False,,,
185638.08,17905.6,784.48,2940.0,49.0,44.07,103.03,13155.0,0.0,0,100.0,716.720234,31757.06,Energy_Unaware_Greedy,57,160,8,0.004,GREEDY,False,,,
181140.84,17281.6275,784.48,2910.0,48.5,44.52,97.22,12915.0,0.0,0,100.0,682.4379,30889.55,Makespan_Greedy,57,160,8,0.004,GREEDY,False,,,
164448.35,15676.575,784.48,2955.0,49.25,43.85,128.72,13275.0,0.0,0,100.0,638.05779,28240.25,FD_PDTS_Deterministic,57,160,8,0.031,GREEDY,False,,,
162418.22,15414.2425,784.48,3000.0,50.0,43.19,130.97,13635.0,0.0,0,100.0,629.983894,27856.27,FD_PDTS_Robust,57,160,8,0.031,GREEDY,False,,,
123104.99,11866.1675,454.48,3030.0,50.5,42.76,146.06,13875.0,0.0,0,100.0,541.815445,21168.45,CP_SAT_Warm,57,160,8,120.02,FEASIBLE,False,219521060.0,138124810.0,True
84309.99,11793.9425,132.48,3495.0,58.25,37.07,464.53,17595.0,465.0,9,94.38,649.43524,14951.22,CP_SAT_Cold,57,160,8,120.04,FEASIBLE,False,127540830.0,241960.0,False
177631.05,18139.9475,784.48,2910.0,48.5,47.55,47.92,12210.0,0.0,0,100.0,793.61703,30247.42,FCFS,58,180,8,0.004,GREEDY,False,,,
158431.35,18114.845,709.48,3045.0,50.75,45.44,88.08,13290.0,810.0,3,98.33,832.763953,27267.51,SPT,58,180,8,0.005,GREEDY,False,,,
179835.66,18405.4075,784.48,2910.0,48.5,47.55,58.92,12210.0,0.0,0,100.0,793.082367,30535.37,LPT,58,180,8,0.005,GREEDY,False,,,
175433.53,18119.035,784.48,2955.0,49.25,46.83,56.67,12570.0,0.0,0,100.0,798.723088,29825.08,EDD,58,180,8,0.005,GREEDY,False,,,
177777.55,18572.57,784.48,2910.0,48.5,47.55,50.17,12210.0,0.0,0,100.0,813.897603,30247.95,Energy_Unaware_Greedy,58,180,8,0.005,GREEDY,False,,,
175720.57,17713.385,784.48,2910.0,48.5,47.55,46.83,12210.0,0.0,0,100.0,772.908289,29850.05,Makespan_Greedy,58,180,8,0.005,GREEDY,False,,,
157951.31,16278.93,784.48,3000.0,50.0,46.12,83.5,12930.0,0.0,0,100.0,720.350937,26935.29,FD_PDTS_Deterministic,58,180,8,0.032,GREEDY,False,,,
157855.87,16269.57,784.48,3000.0,50.0,46.12,83.92,12930.0,0.0,0,100.0,719.963812,26921.89,FD_PDTS_Robust,58,180,8,0.032,GREEDY,False,,,
118635.09,12496.77,454.48,3060.0,51.0,45.22,91.17,13410.0,0.0,0,100.0,581.179373,20340.13,CP_SAT_Warm,58,180,8,120.02,FEASIBLE,False,212838600.0,120367430.0,True
86621.33,12361.7525,164.48,3450.0,57.5,40.11,404.33,16530.0,390.0,7,96.11,666.766391,15108.3,CP_SAT_Cold,58,180,8,120.05,FEASIBLE,False,137600980.0,1039430.0,False
195833.46,19473.45,784.48,2985.0,49.75,48.62,55.69,12270.0,0.0,0,100.0,760.253541,33354.58,FCFS,59,195,8,0.004,GREEDY,False,,,
170411.36,18692.8175,784.48,3165.0,52.75,45.85,83.69,13710.0,975.0,3,98.46,820.841155,29125.54,SPT,59,195,8,0.005,GREEDY,False,,,
192998.61,19090.0275,784.48,2985.0,49.75,48.62,70.31,12270.0,0.0,0,100.0,734.324475,32827.9,LPT,59,195,8,0.005,GREEDY,False,,,
188554.88,18834.5075,784.48,3000.0,50.0,48.38,61.0,12390.0,0.0,0,100.0,759.160386,32069.66,EDD,59,195,8,0.005,GREEDY,False,,,
201424.37,20315.775,784.48,2985.0,49.75,48.62,50.38,12270.0,0.0,0,100.0,801.469073,34205.4,Energy_Unaware_Greedy,59,195,8,0.004,GREEDY,False,,,
191108.72,18867.8325,784.48,3000.0,50.0,48.38,54.69,12390.0,0.0,0,100.0,732.873757,32504.21,Makespan_Greedy,59,195,8,0.005,GREEDY,False,,,
175962.31,17303.5,784.48,3000.0,50.0,48.38,93.0,12390.0,0.0,0,100.0,683.639128,30034.8,FD_PDTS_Deterministic,59,195,8,0.032,GREEDY,False,,,
175676.59,17285.4675,784.48,3000.0,50.0,48.38,93.54,12390.0,0.0,0,100.0,678.036573,29956.01,FD_PDTS_Robust,59,195,8,0.054,GREEDY,False,,,
133448.11,13403.7775,519.48,3060.0,51.0,47.43,100.15,12870.0,0.0,0,100.0,576.867777,22610.4,CP_SAT_Warm,59,195,8,120.02,FEASIBLE,False,248527980.0,167083690.0,True
89925.9,13807.5625,161.48,3540.0,59.0,41.0,473.46,16710.0,600.0,9,95.38,717.633599,15795.11,CP_SAT_Cold,59,195,8,120.04,FEASIBLE,False,152451190.0,5250.0,False
173638.7,16341.175,784.48,2940.0,49.0,39.92,30.45,14130.0,0.0,0,100.0,679.467267,29680.53,FCFS,60,165,8,0.004,GREEDY,False,,,
164219.23,16272.23,784.48,2940.0,49.0,39.92,52.64,14130.0,105.0,1,99.39,718.589484,28060.12,SPT,60,165,8,0.004,GREEDY,False,,,
170203.95,15786.85,784.48,2925.0,48.75,40.13,31.91,14010.0,0.0,0,100.0,640.933467,28999.55,LPT,60,165,8,0.004,GREEDY,False,,,
169555.46,15938.9475,784.48,2940.0,49.0,39.92,37.45,14130.0,0.0,0,100.0,661.992226,28944.8,EDD,60,165,8,0.004,GREEDY,False,,,
178311.31,16650.9225,784.48,2925.0,48.75,40.13,29.64,14010.0,0.0,0,100.0,689.809826,30424.78,Energy_Unaware_Greedy,60,165,8,0.004,GREEDY,False,,,
172739.58,15967.82,784.48,2940.0,49.0,39.92,29.82,14130.0,0.0,0,100.0,664.027998,29475.22,Makespan_Greedy,60,165,8,0.004,GREEDY,False,,,
146555.88,13267.8925,709.48,2925.0,48.75,40.13,60.82,14010.0,0.0,0,100.0,555.065769,24905.72,FD_PDTS_Deterministic,60,165,8,0.029,GREEDY,False,,,
146555.88,13267.8925,709.48,2925.0,48.75,40.13,60.82,14010.0,0.0,0,100.0,555.065769,24905.72,FD_PDTS_Robust,60,165,8,0.03,GREEDY,False,,,
109979.27,10073.27,344.48,2910.0,48.5,40.34,70.09,13890.0,0.0,0,100.0,456.955413,18724.7,CP_SAT_Warm,60,165,8,120.02,FEASIBLE,False,190972850.0,124949390.0,True
74681.14,9836.14,139.48,3345.0,55.75,35.09,438.55,17370.0,720.0,14,91.52,567.185885,13027.17,CP_SAT_Cold,60,165,8,120.04,FEASIBLE,False,109038620.0,1101340.0,False
191112.21,18341.9575,784.48,2850.0,47.5,48.03,79.11,11850.0,0.0,0,100.0,714.436941,32314.2,FCFS,61,175,8,0.004,GREEDY,False,,,
167466.61,17877.2375,689.48,2940.0,49.0,46.56,97.54,12570.0,810.0,4,97.71,740.408733,28525.99,SPT,61,175,8,0.005,GREEDY,False,,,
193790.68,18387.96,784.48,2715.0,45.25,50.41,92.74,10770.0,315.0,2,98.86,694.305386,32653.18,LPT,61,175,8,0.005,GREEDY,False,,,
180881.03,17901.425,784.48,2835.0,47.25,48.28,91.37,11730.0,0.0,0,100.0,722.086917,30494.18,EDD,61,175,8,0.005,GREEDY,False,,,
195761.34,18997.305,784.48,2835.0,47.25,48.28,79.89,11730.0,0.0,0,100.0,739.587935,33187.82,Energy_Unaware_Greedy,61,175,8,0.005,GREEDY,False,,,
185529.44,18008.3775,784.48,2820.0,47.0,48.54,94.11,11610.0,0.0,0,100.0,707.584603,31313.98,Makespan_Greedy,61,175,8,0.004,GREEDY,False,,,
172241.95,16908.185,784.48,2925.0,48.75,46.79,119.66,12450.0,0.0,0,100.0,677.924971,29321.99,FD_PDTS_Deterministic,61,175,8,0.032,GREEDY,False,,,
173246.72,17165.3825,784.48,2910.0,48.5,47.04,120.77,12330.0,0.0,0,100.0,699.424257,29589.25,FD_PDTS_Robust,61,175,8,0.031,GREEDY,False,,,
127136.37,12930.025,514.48,2970.0,49.5,46.09,128.49,12810.0,0.0,0,100.0,558.235293,21705.06,CP_SAT_Warm,61,175,8,120.02,FEASIBLE,False,235745910.0,132198910.0,True
84141.6,12323.7975,86.48,3225.0,53.75,42.44,428.74,14850.0,900.0,14,92.0,646.468621,14703.42,CP_SAT_Cold,61,175,8,120.04,FEASIBLE,False,140385520.0,6650.0,False
